Date,Provinces and Territories,Total cases,Total deaths,Total recovered,New cases,New deaths,New recovered
2020-03-06,Alberta,1,0,0,1,0,0
2020-03-07,Alberta,2,0,0,1,0,0
2020-03-08,Alberta,4,0,0,2,0,0
2020-03-09,Alberta,7,0,0,3,0,0
2020-03-10,Alberta,7,0,0,0,0,0
2020-03-11,Alberta,19,0,0,12,0,0
2020-03-12,Alberta,19,0,0,0,0,0
2020-03-13,Alberta,29,0,0,10,0,0
2020-03-14,Alberta,29,0,0,0,0,0
2020-03-15,Alberta,39,0,0,10,0,0
2020-03-16,Alberta,56,0,0,17,0,0
2020-03-17,Alberta,74,0,0,18,0,0
2020-03-18,Alberta,97,0,0,23,0,0
2020-03-19,Alberta,119,0,0,22,0,0
2020-03-20,Alberta,146,1,0,27,1,0
2020-03-21,Alberta,195,1,0,49,0,0
2020-03-22,Alberta,259,1,0,64,0,0
2020-03-23,Alberta,301,1,0,42,0,0
2020-03-24,Alberta,359,1,0,58,0,0
2020-03-25,Alberta,358,2,0,0,1,0
2020-03-26,Alberta,486,2,0,128,0,0
2020-03-27,Alberta,542,2,0,56,0,0
2020-03-28,Alberta,542,2,0,0,0,0
2020-03-29,Alberta,621,2,0,79,0,0
2020-03-30,Alberta,661,3,0,40,1,0
2020-03-31,Alberta,690,8,0,29,5,0
2020-04-01,Alberta,754,9,0,64,1,0
2020-04-02,Alberta,969,13,0,215,4,0
2020-04-03,Alberta,969,13,0,0,0,0
2020-04-04,Alberta,1075,18,0,106,5,0
2020-04-05,Alberta,1181,20,0,106,2,0
2020-04-06,Alberta,1250,23,0,69,3,0
2020-04-07,Alberta,1373,24,0,123,1,0
2020-04-08,Alberta,1373,26,0,0,2,0
2020-04-09,Alberta,1423,29,0,50,3,0
2020-04-10,Alberta,1451,32,0,28,3,0
2020-04-11,Alberta,1567,40,0,116,8,0
2020-04-12,Alberta,1567,40,0,0,0,0
2020-04-13,Alberta,1732,46,0,165,6,0
2020-04-14,Alberta,1870,48,0,138,2,0
2020-04-15,Alberta,1870,48,0,0,0,0
2020-04-16,Alberta,1996,48,0,126,0,0
2020-04-17,Alberta,2397,50,0,401,2,0
2020-04-18,Alberta,2562,51,0,165,1,0
2020-04-19,Alberta,2803,51,0,241,0,0
2020-04-20,Alberta,2908,59,0,105,8,0
2020-04-21,Alberta,3095,61,0,187,2,0
2020-04-22,Alberta,3401,66,0,306,5,0
2020-04-23,Alberta,3720,68,0,319,2,0
2020-04-24,Alberta,4017,72,0,297,4,0
2020-04-25,Alberta,4233,73,0,216,1,0
2020-04-26,Alberta,4480,73,0,247,0,0
2020-04-27,Alberta,4696,75,0,216,2,0
2020-04-28,Alberta,4850,80,0,154,5,0
2020-04-29,Alberta,5165,87,0,315,7,0
2020-04-30,Alberta,5355,90,0,190,3,0
2020-05-01,Alberta,5573,92,0,218,2,0
2020-05-02,Alberta,5670,94,0,97,2,0
2020-05-03,Alberta,5766,95,0,96,1,0
2020-05-04,Alberta,5836,104,0,70,9,0
2020-05-05,Alberta,5893,106,0,57,2,0
2020-05-06,Alberta,5963,112,0,70,6,0
2020-05-07,Alberta,6017,114,0,54,2,0
2020-05-08,Alberta,6098,115,0,81,1,0
2020-05-09,Alberta,6157,116,0,59,1,0
2020-05-10,Alberta,6253,117,0,96,1,0
2020-05-11,Alberta,6300,117,0,47,0,0
2020-05-12,Alberta,6345,118,0,45,1,0
2020-05-13,Alberta,6407,120,0,62,2,0
2020-05-14,Alberta,6457,121,0,50,1,0
2020-05-15,Alberta,6515,125,0,58,4,0
2020-05-16,Alberta,6587,126,0,72,1,0
2020-05-17,Alberta,6644,127,0,57,1,0
2020-05-18,Alberta,6683,128,0,39,1,0
2020-05-19,Alberta,6716,128,0,33,0,0
2020-05-20,Alberta,6735,128,0,19,0,0
2020-05-21,Alberta,6768,132,0,33,4,0
2020-05-22,Alberta,6800,134,0,32,2,0
2020-05-23,Alberta,6818,135,0,18,1,0
2020-05-24,Alberta,6860,135,0,42,0,0
2020-05-25,Alberta,6879,138,0,19,3,0
2020-05-26,Alberta,6901,139,0,22,1,0
2020-05-27,Alberta,6926,141,0,25,2,0
2020-05-28,Alberta,6955,143,0,29,2,0
2020-05-29,Alberta,6979,143,0,24,0,0
2020-05-30,Alberta,6992,143,0,13,0,0
2020-05-31,Alberta,7010,143,0,18,0,0
2020-06-01,Alberta,7044,143,0,34,0,0
2020-06-02,Alberta,7057,143,0,13,0,0
2020-06-03,Alberta,7076,145,0,19,2,0
2020-06-04,Alberta,7091,146,0,15,1,0
2020-06-05,Alberta,7098,146,0,7,0,0
2020-06-06,Alberta,7138,146,0,40,0,0
2020-06-07,Alberta,7138,146,0,0,0,0
2020-06-08,Alberta,7202,149,0,64,3,0
2020-06-09,Alberta,7229,151,0,27,2,0
2020-06-10,Alberta,7276,151,0,47,0,0
2020-06-11,Alberta,7316,149,0,40,0,0
2020-06-12,Alberta,7346,149,0,30,0,0
2020-06-13,Alberta,7383,150,0,37,1,0
2020-06-14,Alberta,7433,150,0,50,0,0
2020-06-15,Alberta,7453,151,0,20,1,0
2020-06-16,Alberta,7482,151,0,29,0,0
2020-06-17,Alberta,7530,151,0,48,0,0
2020-06-18,Alberta,7579,152,0,49,1,0
2020-06-19,Alberta,7625,152,0,46,0,0
2020-06-20,Alberta,7673,152,0,48,0,0
2020-06-21,Alberta,7704,152,0,31,0,0
2020-06-22,Alberta,7736,153,0,32,1,0
2020-06-23,Alberta,7781,153,0,45,0,0
2020-06-24,Alberta,7825,153,0,44,0,0
2020-06-25,Alberta,7851,154,0,26,1,0
2020-06-26,Alberta,7888,154,0,37,0,0
2020-06-27,Alberta,7957,154,0,69,0,0
2020-06-28,Alberta,7996,154,0,39,0,0
2020-06-29,Alberta,8067,154,0,71,0,0
2020-06-30,Alberta,8108,154,0,41,0,0
2020-07-01,Alberta,8108,154,0,0,0,0
2020-07-02,Alberta,8202,155,0,94,1,0
2020-07-03,Alberta,8259,155,0,57,0,0
2020-07-04,Alberta,8259,155,0,0,0,0
2020-07-05,Alberta,8259,155,0,0,0,0
2020-07-06,Alberta,8389,155,0,130,0,0
2020-07-07,Alberta,8436,157,0,47,2,0
2020-07-08,Alberta,8482,158,0,46,1,0
2020-07-09,Alberta,8519,161,0,37,3,0
2020-07-10,Alberta,8596,161,0,77,0,0
2020-07-11,Alberta,8596,160,0,0,0,0
2020-07-12,Alberta,8596,160,0,0,0,0
2020-07-13,Alberta,8826,161,0,230,1,0
2020-07-14,Alberta,8912,163,0,86,2,0
2020-07-15,Alberta,8994,163,0,82,0,0
2020-07-16,Alberta,9114,165,0,120,2,0
2020-07-17,Alberta,9219,167,0,105,2,0
2020-07-18,Alberta,9219,167,0,0,0,0
2020-07-19,Alberta,9219,167,0,0,0,0
2020-07-20,Alberta,9587,170,0,368,3,0
2020-07-21,Alberta,9728,172,0,141,2,0
2020-07-22,Alberta,9728,172,0,0,0,0
2020-07-23,Alberta,9975,176,0,247,4,0
2020-07-24,Alberta,10086,178,0,111,2,0
2020-07-25,Alberta,10086,178,0,0,0,0
2020-07-26,Alberta,10086,178,0,0,0,0
2020-07-27,Alberta,10390,186,0,304,8,0
2020-07-28,Alberta,10470,187,0,80,1,0
2020-07-29,Alberta,10603,190,0,133,3,0
2020-07-30,Alberta,10716,195,0,113,5,0
2020-07-31,Alberta,10843,196,0,127,1,0
2020-08-01,Alberta,10843,196,0,0,0,0
2020-08-02,Alberta,10843,196,0,0,0,0
2020-08-03,Alberta,10843,196,0,0,0,0
2020-08-04,Alberta,11146,201,0,303,5,0
2020-08-05,Alberta,11240,203,0,94,2,0
2020-08-06,Alberta,11296,205,0,56,2,0
2020-08-07,Alberta,11430,208,0,134,3,0
2020-08-08,Alberta,11430,208,0,0,0,0
2020-08-09,Alberta,11430,208,0,0,0,0
2020-08-10,Alberta,11687,213,0,257,5,0
2020-08-11,Alberta,11772,216,0,85,3,0
2020-08-12,Alberta,11893,217,0,121,1,0
2020-08-13,Alberta,11969,220,0,76,3,0
2020-08-14,Alberta,12053,221,0,84,1,0
2020-08-15,Alberta,12053,221,0,0,0,0
2020-08-16,Alberta,12053,221,0,0,0,0
2020-08-17,Alberta,12053,221,0,0,0,0
2020-08-18,Alberta,12419,225,0,366,4,0
2020-08-19,Alberta,12501,227,0,82,2,0
2020-08-20,Alberta,12501,227,0,0,0,0
2020-08-21,Alberta,12748,230,0,247,3,0
2020-08-22,Alberta,12748,230,0,0,0,0
2020-08-23,Alberta,12748,230,0,0,0,0
2020-08-24,Alberta,13006,234,0,258,4,0
2020-08-25,Alberta,13083,235,0,77,1,0
2020-08-26,Alberta,13210,235,0,127,0,0
2020-08-27,Alberta,13318,237,0,108,2,0
2020-08-28,Alberta,13476,237,0,158,0,0
2020-08-29,Alberta,13476,237,0,0,0,0
2020-08-30,Alberta,13476,237,0,0,0,0
2020-08-31,Alberta,13902,239,0,426,2,0
2020-09-01,Alberta,14066,241,0,164,2,0
2020-09-02,Alberta,14180,242,0,114,1,0
2020-09-03,Alberta,14310,242,0,130,0,0
2020-09-04,Alberta,14474,242,0,164,0,0
2020-09-05,Alberta,14474,242,0,0,0,0
2020-09-06,Alberta,14474,242,0,0,0,0
2020-09-07,Alberta,14474,242,0,0,0,0
2020-09-08,Alberta,15093,247,0,619,5,0
2020-09-09,Alberta,15093,247,0,0,0,0
2020-09-10,Alberta,15304,253,0,211,6,0
2020-09-11,Alberta,15415,253,0,111,0,0
2020-09-12,Alberta,15415,253,0,0,0,0
2020-09-13,Alberta,15415,253,0,0,0,0
2020-09-14,Alberta,15833,254,0,418,1,0
2020-09-15,Alberta,15957,254,0,124,0,0
2020-09-16,Alberta,16128,254,0,171,0,0
2020-09-17,Alberta,16274,254,0,146,0,0
2020-09-18,Alberta,16381,255,0,107,1,0
2020-09-19,Alberta,16381,255,0,0,0,0
2020-09-20,Alberta,16381,255,0,0,0,0
2020-09-21,Alberta,16739,256,0,358,1,0
2020-09-22,Alberta,16889,258,0,150,2,0
2020-09-23,Alberta,17032,260,0,143,2,0
2020-09-24,Alberta,17190,261,0,158,1,0
2020-09-25,Alberta,17343,261,0,153,0,0
2020-09-26,Alberta,17343,261,0,0,0,0
2020-09-27,Alberta,17343,261,0,0,0,0
2020-09-28,Alberta,17749,265,0,406,4,0
2020-09-29,Alberta,17909,266,0,160,1,0
2020-09-30,Alberta,18062,267,0,153,1,0
2020-10-01,Alberta,18235,269,0,173,2,0
2020-10-02,Alberta,18357,272,0,122,3,0
2020-10-03,Alberta,18357,272,0,0,0,0
2020-10-04,Alberta,18357,272,0,0,0,0
2020-10-05,Alberta,18935,280,0,578,8,0
2020-10-06,Alberta,19211,281,0,276,1,0
2020-10-07,Alberta,19354,281,0,143,0,0
2020-10-08,Alberta,19718,283,0,364,2,0
2020-10-09,Alberta,19995,283,0,277,0,0
2020-10-10,Alberta,19995,283,0,0,0,0
2020-10-11,Alberta,19995,283,0,0,0,0
2020-10-12,Alberta,19995,283,0,0,0,0
2020-10-13,Alberta,20956,286,0,961,3,0
2020-10-14,Alberta,21199,287,0,243,1,0
2020-10-15,Alberta,21443,288,0,244,1,0
2020-10-16,Alberta,21775,288,0,332,0,0
2020-10-17,Alberta,21775,288,0,0,0,0
2020-10-18,Alberta,21775,288,0,0,0,0
2020-10-19,Alberta,22673,292,0,898,4,0
2020-10-20,Alberta,22996,293,0,323,1,0
2020-10-21,Alberta,23402,296,0,406,3,0
2020-10-22,Alberta,23829,296,0,427,0,0
2020-10-23,Alberta,24261,300,0,432,4,0
2020-10-24,Alberta,24261,300,0,0,0,0
2020-10-25,Alberta,24261,300,0,0,0,0
2020-10-26,Alberta,25733,307,0,1472,7,0
2020-10-27,Alberta,26155,309,0,422,2,0
2020-10-28,Alberta,26565,313,0,410,4,0
2020-10-29,Alberta,27042,318,0,477,5,0
2020-10-30,Alberta,27664,323,0,622,5,0
2020-10-31,Alberta,27664,323,0,0,0,0
2020-11-01,Alberta,27664,323,0,0,0,0
2020-11-02,Alberta,27664,323,0,0,0,0
2020-11-03,Alberta,29932,338,0,2268,15,0
2020-11-04,Alberta,29932,338,0,0,0,0
2020-11-05,Alberta,30447,343,0,515,5,0
2020-11-06,Alberta,31858,352,0,1411,9,0
2020-11-07,Alberta,32777,357,0,919,5,0
2020-11-08,Alberta,33504,363,0,727,6,0
2020-11-09,Alberta,34160,369,0,656,6,0
2020-11-10,Alberta,34873,376,0,713,7,0
2020-11-11,Alberta,35545,383,0,672,7,0
2020-11-12,Alberta,36405,393,0,860,10,0
2020-11-13,Alberta,37312,398,0,907,5,0
2020-11-14,Alberta,38338,401,0,1026,3,0
2020-11-15,Alberta,39329,407,0,991,6,0
2020-11-16,Alberta,40189,427,0,860,20,0
2020-11-17,Alberta,40962,432,0,773,5,0
2020-11-18,Alberta,41692,443,0,730,11,0
2020-11-19,Alberta,42797,451,0,1105,8,0
2020-11-20,Alberta,43952,462,0,1155,11,0
2020-11-21,Alberta,45288,471,0,1336,9,0
2020-11-22,Alberta,46872,471,0,1584,0,0
2020-11-23,Alberta,48421,476,0,1549,5,0
2020-11-24,Alberta,49536,492,0,1115,16,0
2020-11-25,Alberta,50801,500,0,1265,8,0
2020-11-26,Alberta,51878,510,0,1077,10,0
2020-11-27,Alberta,53105,519,0,1227,9,0
2020-11-28,Alberta,54836,524,0,1731,5,0
2020-11-29,Alberta,56444,533,0,1608,9,0
2020-11-30,Alberta,58177,541,0,1733,8,0
2020-12-01,Alberta,59484,551,0,1307,10,0
2020-12-02,Alberta,61169,561,0,1685,10,0
2020-12-03,Alberta,63023,575,0,1854,14,0
2020-12-04,Alberta,64851,590,0,1828,15,0
2020-12-05,Alberta,66730,596,0,1879,6,0
2020-12-06,Alberta,68566,615,0,1836,19,0
2020-12-07,Alberta,70301,631,0,1735,16,0
2020-12-08,Alberta,72028,640,0,1727,9,0
2020-12-09,Alberta,73488,653,0,1460,13,0
2020-12-10,Alberta,75054,666,0,1566,13,0
2020-12-11,Alberta,76792,684,0,1738,18,0
2020-12-12,Alberta,78382,697,0,1590,13,0
2020-12-13,Alberta,80099,719,0,1717,22,0
2020-12-14,Alberta,81986,733,0,1887,14,0
2020-12-15,Alberta,83327,744,0,1341,11,0
2020-12-16,Alberta,84597,760,0,1270,16,0
2020-12-17,Alberta,86168,790,0,1571,30,0
2020-12-18,Alberta,87581,815,0,1413,25,0
2020-12-19,Alberta,88933,841,0,1352,26,0
2020-12-20,Alberta,90219,851,0,1286,10,0
2020-12-21,Alberta,91459,860,0,1240,9,0
2020-12-22,Alberta,92480,871,0,1021,11,0
2020-12-23,Alberta,93781,890,0,1301,19,0
2020-12-24,Alberta,94788,920,0,1007,30,0
2020-12-25,Alberta,95979,938,0,1191,18,0
2020-12-26,Alberta,96893,955,0,914,17,0
2020-12-27,Alberta,97352,982,0,459,27,0
2020-12-28,Alberta,98269,1002,0,917,20,0
2020-12-29,Alberta,99141,1028,0,872,26,0
2020-12-30,Alberta,100428,1046,0,1287,18,0
2020-12-31,Alberta,100428,1046,0,0,0,0
2021-01-01,Alberta,100428,1046,0,0,0,0
2021-01-02,Alberta,100428,1046,0,0,0,0
2021-01-03,Alberta,104228,1046,0,3800,0,0
2021-01-04,Alberta,105535,1142,0,1307,96,0
2021-01-05,Alberta,106378,1168,0,843,26,0
2021-01-06,Alberta,107501,1193,0,1123,25,0
2021-01-07,Alberta,108469,1217,0,968,24,0
2021-01-08,Alberta,109652,1241,0,1183,24,0
2021-01-09,Alberta,110641,1272,0,989,31,0
2021-01-10,Alberta,111452,1284,0,811,12,0
2021-01-11,Alberta,112091,1307,0,639,23,0
2021-01-12,Alberta,112743,1345,0,652,38,0
2021-01-13,Alberta,113618,1368,0,875,23,0
2021-01-14,Alberta,114585,1389,0,967,21,0
2021-01-15,Alberta,115370,1402,0,785,13,0
2021-01-16,Alberta,116087,1417,0,717,15,0
2021-01-17,Alberta,116837,1436,0,750,19,0
2021-01-18,Alberta,117311,1447,0,474,11,0
2021-01-19,Alberta,117767,1463,0,456,16,0
2021-01-20,Alberta,118436,1484,0,669,21,0
2021-01-21,Alberta,119114,1500,0,678,16,0
2021-01-22,Alberta,119757,1512,0,643,12,0
2021-01-23,Alberta,120330,1525,0,573,13,0
2021-01-24,Alberta,120793,1549,0,463,24,0
2021-01-25,Alberta,121535,1574,0,742,25,0
2021-01-26,Alberta,121901,1587,0,366,13,0
2021-01-27,Alberta,122360,1599,0,459,12,0
2021-01-28,Alberta,122821,1606,0,461,7,0
2021-01-29,Alberta,123364,1620,0,543,14,0
2021-01-30,Alberta,123747,1631,0,383,11,0
2021-01-31,Alberta,124208,1639,0,461,8,0
2021-02-01,Alberta,124563,1649,0,355,10,0
2021-02-02,Alberta,124831,1660,0,268,11,0
2021-02-03,Alberta,125090,1671,0,259,11,0
2021-02-04,Alberta,125672,1684,0,582,13,0
2021-02-05,Alberta,126068,1693,0,396,9,0
2021-02-06,Alberta,126416,1705,0,348,12,0
2021-02-07,Alberta,126767,1709,0,351,4,0
2021-02-08,Alberta,127036,1710,0,269,1,0
2021-02-09,Alberta,127231,1722,0,195,12,0
2021-02-10,Alberta,127570,1728,0,339,6,0
2021-02-11,Alberta,127921,1744,0,351,16,0
2021-02-12,Alberta,128235,1760,0,314,16,0
2021-02-13,Alberta,128540,1775,0,305,15,0
2021-02-14,Alberta,128824,1780,0,284,5,0
2021-02-15,Alberta,129075,1782,0,251,2,0
2021-02-16,Alberta,129338,1791,0,263,9,0
2021-02-17,Alberta,129615,1798,0,277,7,0
2021-02-18,Alberta,130030,1805,0,415,7,0
2021-02-19,Alberta,130355,1812,0,325,7,0
2021-02-20,Alberta,130735,1818,0,380,6,0
2021-02-21,Alberta,131063,1827,0,328,9,0
2021-02-22,Alberta,131336,1843,0,273,16,0
2021-02-23,Alberta,131603,1853,0,267,10,0
2021-02-24,Alberta,132033,1866,0,430,13,0
2021-02-25,Alberta,132432,1874,0,399,8,0
2021-02-26,Alberta,132788,1877,0,356,3,0
2021-02-27,Alberta,133203,1883,0,415,6,0
2021-02-28,Alberta,133504,1886,0,301,3,0
2021-03-01,Alberta,133795,1888,0,291,2,0
2021-03-02,Alberta,134052,1890,0,257,2,0
2021-03-03,Alberta,134454,1902,0,402,12,0
2021-03-04,Alberta,134785,1911,0,331,9,0
2021-03-05,Alberta,135196,1913,0,411,2,0
2021-03-06,Alberta,135537,1914,0,341,1,0
2021-03-07,Alberta,135837,1914,0,300,0,0
2021-03-08,Alberta,136119,1920,0,282,6,0
2021-03-09,Alberta,136374,1926,0,255,6,0
2021-03-10,Alberta,136773,1928,0,399,2,0
2021-03-11,Alberta,137137,1933,0,364,5,0
2021-03-12,Alberta,137562,1935,0,425,2,0
2021-03-13,Alberta,138036,1940,0,474,5,0
2021-03-14,Alberta,138424,1946,0,388,6,0
2021-03-15,Alberta,138788,1949,0,364,3,0
2021-03-16,Alberta,139143,1952,0,355,3,0
2021-03-17,Alberta,139622,1956,0,479,4,0
2021-03-18,Alberta,140127,1957,0,505,1,0
2021-03-19,Alberta,140823,1957,0,696,0,0
2021-03-20,Alberta,141379,1961,0,556,4,0
2021-03-21,Alberta,141934,1963,0,555,2,0
2021-03-22,Alberta,142390,1968,0,456,5,0
2021-03-23,Alberta,142855,1971,0,465,3,0
2021-03-24,Alberta,143547,1973,0,692,2,0
2021-03-25,Alberta,144311,1976,0,764,3,0
2021-03-26,Alberta,145028,1979,0,717,3,0
2021-03-27,Alberta,145696,1980,0,668,1,0
2021-03-28,Alberta,146340,1983,0,644,3,0
2021-03-29,Alberta,146885,1983,0,545,0,0
2021-03-30,Alberta,147461,1987,0,576,4,0
2021-03-31,Alberta,148332,1990,0,871,3,0
2021-04-01,Alberta,149207,1994,0,875,4,0
2021-04-02,Alberta,149207,1994,0,0,0,0
2021-04-03,Alberta,150307,1994,0,1100,0,0
2021-04-04,Alberta,150307,1994,0,0,0,0
2021-04-05,Alberta,153194,1998,0,2887,4,0
2021-04-06,Alberta,154125,2001,0,931,3,0
2021-04-07,Alberta,155476,2002,0,1351,1,0
2021-04-08,Alberta,156905,2005,0,1429,3,0
2021-04-09,Alberta,158426,2007,0,1521,2,0
2021-04-10,Alberta,159719,2012,0,1293,5,0
2021-04-11,Alberta,160902,2013,0,1183,1,0
2021-04-12,Alberta,162038,2018,0,1136,5,0
2021-04-13,Alberta,163119,2021,0,1081,3,0
2021-04-14,Alberta,164531,2029,0,1412,8,0
2021-04-15,Alberta,166177,2034,0,1646,5,0
2021-04-16,Alberta,167793,2034,0,1616,0,0
2021-04-17,Alberta,169279,2037,0,1486,3,0
2021-04-18,Alberta,170795,2040,0,1516,3,0
2021-04-19,Alberta,172186,2043,0,1391,3,0
2021-04-20,Alberta,173531,2048,0,1345,5,0
2021-04-21,Alberta,175230,2048,0,1699,0,0
2021-04-22,Alberta,177087,2054,0,1857,6,0
2021-04-23,Alberta,178777,2059,0,1690,5,0
2021-04-24,Alberta,180369,2064,0,1592,5,0
2021-04-25,Alberta,181806,2067,0,1437,3,0
2021-04-26,Alberta,183301,2074,0,1495,7,0
2021-04-27,Alberta,184840,2067,0,1539,0,0
2021-04-28,Alberta,186679,2073,0,1839,6,0
2021-04-29,Alberta,188727,2075,0,2048,2,0
2021-04-30,Alberta,190734,2082,0,2007,7,0
2021-05-01,Alberta,193167,2083,0,2433,1,0
2021-05-02,Alberta,194898,2086,0,1731,3,0
2021-05-03,Alberta,196910,2090,0,2012,4,0
2021-05-04,Alberta,198653,2099,0,1743,9,0
2021-05-05,Alberta,200924,2102,0,2271,3,0
2021-05-06,Alberta,203135,2102,0,2211,0,0
2021-05-07,Alberta,205115,2106,0,1980,4,0
2021-05-08,Alberta,207157,2108,0,2042,2,0
2021-05-09,Alberta,208790,2110,0,1633,2,0
2021-05-10,Alberta,210387,2117,0,1597,7,0
2021-05-11,Alberta,211836,2119,0,1449,2,0
2021-05-12,Alberta,213635,2123,0,1799,4,0
2021-05-13,Alberta,215193,2132,0,1558,9,0
2021-05-14,Alberta,216626,2137,0,1433,5,0
2021-05-15,Alberta,217821,2140,0,1195,3,0
2021-05-16,Alberta,218961,2143,0,1140,3,0
2021-05-17,Alberta,219682,2148,0,721,5,0
2021-05-18,Alberta,220559,2152,0,877,4,0
2021-05-19,Alberta,221467,2158,0,908,6,0
2021-05-20,Alberta,222279,2162,0,812,4,0
2021-05-21,Alberta,223011,2164,0,732,2,0
2021-05-22,Alberta,223632,2170,0,621,6,0
2021-05-23,Alberta,224195,2176,0,563,6,0
2021-05-24,Alberta,224647,2183,0,452,7,0
2021-05-25,Alberta,225034,2192,0,387,9,0
2021-05-26,Alberta,225424,2198,0,390,6,0
2021-05-27,Alberta,225937,2199,0,513,1,0
2021-05-28,Alberta,226449,2206,0,512,7,0
2021-05-29,Alberta,226855,2214,0,406,8,0
2021-05-30,Alberta,227246,2219,0,391,5,0
2021-05-31,Alberta,227509,2227,0,263,8,0
2021-06-01,Alberta,227718,2228,0,209,1,0
2021-06-02,Alberta,228128,2231,0,410,3,0
2021-06-03,Alberta,228424,2236,0,296,5,0
2021-06-04,Alberta,228668,2243,0,244,7,0
2021-06-05,Alberta,228961,2246,0,293,3,0
2021-06-06,Alberta,229192,2246,0,231,0,0
2021-06-07,Alberta,229319,2248,0,127,2,0
2021-06-08,Alberta,229458,2251,0,139,3,0
2021-06-09,Alberta,229771,2256,0,313,5,0
2021-06-10,Alberta,229949,2262,0,178,6,0
2021-06-11,Alberta,230119,2265,0,170,3,0
2021-06-12,Alberta,230298,2269,0,179,4,0
2021-06-13,Alberta,230463,2270,0,165,1,0
2021-06-14,Alberta,230578,2270,0,115,0,0
2021-06-15,Alberta,230705,2274,0,127,4,0
2021-06-16,Alberta,230858,2278,0,153,4,0
2021-06-17,Alberta,231008,2280,0,150,2,0
2021-06-18,Alberta,231132,2283,0,124,3,0
2021-06-19,Alberta,231259,2289,0,127,6,0
2021-06-20,Alberta,231359,2290,0,100,1,0
2021-06-21,Alberta,231419,2292,0,60,2,0
2021-06-22,Alberta,231476,2290,0,57,0,0
2021-06-23,Alberta,231568,2292,0,92,2,0
2021-06-24,Alberta,231641,2293,0,73,1,0
2021-06-25,Alberta,231641,2293,0,0,0,0
2021-06-26,Alberta,231641,2293,0,0,0,0
2021-06-27,Alberta,231641,2293,0,0,0,0
2021-06-28,Alberta,231850,2295,0,209,2,0
2021-06-29,Alberta,231911,2299,0,61,4,0
2021-06-30,Alberta,231987,2301,0,76,2,0
2021-07-01,Alberta,231987,2301,0,0,0,0
2021-07-02,Alberta,232097,2301,0,110,0,0
2021-07-03,Alberta,232097,2301,0,0,0,0
2021-07-04,Alberta,232097,2301,0,0,0,0
2021-07-05,Alberta,232236,2303,0,139,2,0
2021-07-06,Alberta,232269,2305,0,33,2,0
2021-07-07,Alberta,232336,2307,0,67,2,0
2021-07-08,Alberta,232359,2307,0,23,0,0
2021-07-09,Alberta,232411,2307,0,52,0,0
2021-07-10,Alberta,232411,2307,0,0,0,0
2021-07-11,Alberta,232411,2307,0,0,0,0
2021-07-12,Alberta,232501,2307,0,90,0,0
2021-07-13,Alberta,232536,2310,0,35,3,0
2021-07-14,Alberta,232582,2311,0,46,1,0
2021-07-15,Alberta,232635,2312,0,53,1,0
2021-07-16,Alberta,232676,2314,0,41,2,0
2021-07-17,Alberta,232676,2314,0,0,0,0
2021-07-18,Alberta,232676,2314,0,0,0,0
2021-07-19,Alberta,232806,2316,0,130,2,0
2021-07-20,Alberta,232875,2318,0,69,2,0
2021-07-21,Alberta,232956,2318,0,81,0,0
2021-07-22,Alberta,233062,2320,0,106,2,0
2021-07-23,Alberta,233160,2322,0,98,2,0
2021-07-24,Alberta,233160,2322,0,0,0,0
2021-07-25,Alberta,233160,2322,0,0,0,0
2021-07-26,Alberta,233547,2322,0,387,0,0
2021-07-27,Alberta,233681,2325,0,134,3,0
2021-07-28,Alberta,233875,2325,0,194,0,0
2021-07-29,Alberta,234108,2325,0,233,0,0
2021-07-30,Alberta,234295,2328,0,187,3,0
2021-07-31,Alberta,234295,2328,0,0,0,0
2021-08-01,Alberta,234295,2328,0,0,0,0
2021-08-02,Alberta,234295,2328,0,0,0,0
2021-08-03,Alberta,235038,2328,0,743,0,0
2021-08-04,Alberta,235244,2328,0,206,0,0
2021-08-05,Alberta,235641,2329,0,397,1,0
2021-08-06,Alberta,236010,2325,0,369,0,0
2021-08-07,Alberta,236010,2325,0,0,0,0
2021-08-08,Alberta,236010,2325,0,0,0,0
2021-08-09,Alberta,237027,2328,0,1017,3,0
2021-08-10,Alberta,237306,2330,0,279,2,0
2021-08-11,Alberta,237807,2331,0,501,1,0
2021-08-12,Alberta,238357,2331,0,550,0,0
2021-08-13,Alberta,238939,2332,0,582,1,0
2021-08-14,Alberta,238939,2332,0,0,0,0
2021-08-15,Alberta,238939,2332,0,0,0,0
2021-08-16,Alberta,240346,2333,0,1407,1,0
2021-08-17,Alberta,240753,2336,0,407,3,0
2021-08-18,Alberta,241431,2338,0,678,2,0
2021-08-19,Alberta,242248,2342,0,817,4,0
2021-08-20,Alberta,242997,2343,0,749,1,0
2021-08-21,Alberta,242997,2343,0,0,0,0
2021-08-22,Alberta,242997,2343,0,0,0,0
2021-08-23,Alberta,244969,2348,0,1972,5,0
2021-08-24,Alberta,245598,2355,0,629,7,0
2021-08-25,Alberta,246674,2356,0,1076,1,0
2021-08-26,Alberta,247786,2360,0,1112,4,0
2021-08-27,Alberta,248954,2364,0,1168,4,0
2021-08-28,Alberta,248954,2364,0,0,0,0
2021-08-29,Alberta,248954,2364,0,0,0,0
2021-08-30,Alberta,252010,2371,0,3056,7,0
2021-08-31,Alberta,252930,2375,0,920,4,0
2021-09-01,Alberta,254245,2383,0,1315,8,0
