Date,Provinces and Territories,Total cases,Total deaths,Total recovered,New cases,New deaths,New recovered
2021-12-24,Nova Scotia,13741,111,0,611,0,0
2021-12-25,Nova Scotia,14310,111,0,569,0,0
2021-12-26,Nova Scotia,14888,111,0,578,0,0
2021-12-27,Nova Scotia,15469,111,0,581,0,0
2021-12-28,Nova Scotia,16030,111,0,561,0,0
2021-12-29,Nova Scotia,16616,111,0,586,0,0
2021-12-30,Nova Scotia,17127,111,0,511,0,0
2021-12-31,Nova Scotia,17745,111,0,618,0,0
2022-01-01,Nova Scotia,18454,111,0,709,0,0
2022-01-02,Nova Scotia,19638,111,0,1184,0,0
2022-01-03,Nova Scotia,20658,111,0,1020,0,0
2022-01-04,Nova Scotia,21678,111,0,1020,0,0
2022-01-05,Nova Scotia,21678,111,0,0,0,0
2022-01-06,Nova Scotia,22520,111,0,842,0,0
2022-01-07,Nova Scotia,23265,111,0,745,0,0
2022-01-08,Nova Scotia,23265,111,0,0,0,0
2022-01-09,Nova Scotia,23265,111,0,0,0,0
2022-01-10,Nova Scotia,25925,112,0,2660,1,0
2022-01-11,Nova Scotia,26741,114,0,816,2,0
2022-01-12,Nova Scotia,27357,115,0,616,1,0
2022-01-13,Nova Scotia,28194,117,0,837,2,0
2022-01-14,Nova Scotia,28736,117,0,542,0,0
2022-01-15,Nova Scotia,28736,117,0,0,0,0
2022-01-16,Nova Scotia,28736,117,0,0,0,0
2022-01-17,Nova Scotia,30950,117,0,2214,0,0
2022-01-18,Nova Scotia,31445,121,0,495,4,0
2022-01-19,Nova Scotia,31860,122,0,415,1,0
2022-01-20,Nova Scotia,32387,124,0,527,2,0
2022-01-21,Nova Scotia,33083,128,0,696,4,0
2022-01-22,Nova Scotia,33083,128,0,0,0,0
2022-01-23,Nova Scotia,33083,128,0,0,0,0
2022-01-24,Nova Scotia,34689,128,0,1606,0,0
2022-01-25,Nova Scotia,35051,131,0,362,3,0
2022-01-26,Nova Scotia,35543,136,0,492,5,0
2020-11-06,Nunavut,1,0,0,1,0,0
2020-11-07,Nunavut,1,0,0,0,0,0
2020-11-08,Nunavut,2,0,0,1,0,0
2020-11-09,Nunavut,2,0,0,0,0,0
2020-11-10,Nunavut,2,0,0,0,0,0
2020-11-11,Nunavut,3,0,0,1,0,0
2020-11-12,Nunavut,3,0,0,0,0,0
2020-11-13,Nunavut,4,0,0,1,0,0
2020-11-14,Nunavut,8,0,0,4,0,0
2020-11-15,Nunavut,18,0,0,10,0,0
2020-11-16,Nunavut,24,0,0,6,0,0
2020-11-17,Nunavut,58,0,0,34,0,0
2020-11-18,Nunavut,68,0,0,10,0,0
2020-11-19,Nunavut,72,0,0,4,0,0
2020-11-20,Nunavut,82,0,0,10,0,0
2020-11-21,Nunavut,107,0,0,25,0,0
2020-11-22,Nunavut,128,0,0,21,0,0
2020-11-23,Nunavut,134,0,0,6,0,0
2020-11-24,Nunavut,144,0,0,10,0,0
2020-11-25,Nunavut,155,0,0,11,0,0
2020-11-26,Nunavut,155,0,0,0,0,0
2020-11-27,Nunavut,159,0,0,4,0,0
2020-11-28,Nunavut,164,0,0,5,0,0
2020-11-29,Nunavut,177,0,0,13,0,0
2020-11-30,Nunavut,181,0,0,4,0,0
2020-12-01,Nunavut,182,0,0,1,0,0
2020-12-02,Nunavut,193,0,0,11,0,0
2020-12-03,Nunavut,198,0,0,5,0,0
2020-12-04,Nunavut,206,0,0,8,0,0
2020-12-05,Nunavut,214,0,0,8,0,0
2020-12-06,Nunavut,216,0,0,2,0,0
2020-12-07,Nunavut,219,0,0,3,0,0
2020-12-08,Nunavut,220,0,0,1,0,0
2020-12-09,Nunavut,229,0,0,9,0,0
2020-12-10,Nunavut,229,0,0,0,0,0
2020-12-11,Nunavut,245,0,0,16,0,0
2020-12-12,Nunavut,247,0,0,2,0,0
2020-12-13,Nunavut,247,0,0,0,0,0
2020-12-14,Nunavut,256,0,0,9,0,0
2020-12-15,Nunavut,258,0,0,2,0,0
2020-12-16,Nunavut,258,0,0,0,0,0
2020-12-17,Nunavut,259,0,0,1,0,0
2020-12-18,Nunavut,259,0,0,0,0,0
2020-12-19,Nunavut,259,0,0,0,0,0
2020-12-20,Nunavut,259,1,0,0,1,0
2020-12-21,Nunavut,262,1,0,3,0,0
2020-12-22,Nunavut,262,1,0,0,0,0
2020-12-23,Nunavut,264,1,0,2,0,0
2020-12-24,Nunavut,265,1,0,1,0,0
2020-12-25,Nunavut,265,1,0,0,0,0
2020-12-26,Nunavut,265,1,0,0,0,0
2020-12-27,Nunavut,265,1,0,0,0,0
2020-12-28,Nunavut,266,1,0,1,0,0
2020-12-29,Nunavut,266,1,0,0,0,0
2020-12-30,Nunavut,266,1,0,0,0,0
2020-12-31,Nunavut,266,1,0,0,0,0
2021-01-01,Nunavut,266,1,0,0,0,0
2021-01-02,Nunavut,266,1,0,0,0,0
2021-01-03,Nunavut,266,1,0,0,0,0
2021-01-04,Nunavut,266,1,0,0,0,0
2021-01-05,Nunavut,266,1,0,0,0,0
2021-01-06,Nunavut,266,1,0,0,0,0
2021-01-07,Nunavut,266,1,0,0,0,0
2021-01-08,Nunavut,266,1,0,0,0,0
2021-01-09,Nunavut,266,1,0,0,0,0
2021-01-10,Nunavut,266,1,0,0,0,0
2021-01-11,Nunavut,266,1,0,0,0,0
2021-01-12,Nunavut,266,1,0,0,0,0
2021-01-13,Nunavut,266,1,0,0,0,0
2021-01-14,Nunavut,266,1,0,0,0,0
2021-01-15,Nunavut,266,1,0,0,0,0
2021-01-16,Nunavut,266,1,0,0,0,0
2021-01-17,Nunavut,266,1,0,0,0,0
2021-01-18,Nunavut,266,1,0,0,0,0
2021-01-19,Nunavut,266,1,0,0,0,0
2021-01-20,Nunavut,266,1,0,0,0,0
2021-01-21,Nunavut,266,1,0,0,0,0
2021-01-22,Nunavut,267,1,0,1,0,0
2021-01-23,Nunavut,267,1,0,0,0,0
2021-01-24,Nunavut,280,1,0,13,0,0
2021-01-25,Nunavut,282,1,0,2,0,0
2021-01-26,Nunavut,282,1,0,0,0,0
2021-01-27,Nunavut,282,1,0,0,0,0
2021-01-28,Nunavut,283,1,0,1,0,0
2021-01-29,Nunavut,283,1,0,0,0,0
2021-01-30,Nunavut,284,1,0,1,0,0
2021-01-31,Nunavut,294,1,0,10,0,0
2021-02-01,Nunavut,294,1,0,0,0,0
2021-02-02,Nunavut,294,1,0,0,0,0
2021-02-03,Nunavut,294,1,0,0,0,0
2021-02-04,Nunavut,296,1,0,2,0,0
2021-02-05,Nunavut,296,1,0,0,0,0
2021-02-06,Nunavut,299,1,0,3,0,0
2021-02-07,Nunavut,299,1,0,0,0,0
2021-02-08,Nunavut,299,1,0,0,0,0
2021-02-09,Nunavut,299,1,0,0,0,0
2021-02-10,Nunavut,300,1,0,1,0,0
2021-02-11,Nunavut,303,1,0,3,0,0
2021-02-12,Nunavut,303,1,0,0,0,0
2021-02-13,Nunavut,308,1,0,5,0,0
2021-02-14,Nunavut,311,1,0,3,0,0
2021-02-15,Nunavut,311,1,0,0,0,0
2021-02-16,Nunavut,323,1,0,12,0,0
2021-02-17,Nunavut,324,1,0,1,0,0
2021-02-18,Nunavut,330,1,0,6,0,0
2021-02-19,Nunavut,332,1,0,2,0,0
2021-02-20,Nunavut,338,1,0,6,0,0
2021-02-21,Nunavut,339,1,0,1,0,0
2021-02-22,Nunavut,351,1,0,12,0,0
2021-02-23,Nunavut,351,1,0,0,0,0
2021-02-24,Nunavut,351,1,0,0,0,0
2021-02-25,Nunavut,355,1,0,4,0,0
2021-02-26,Nunavut,356,1,0,1,0,0
2021-02-27,Nunavut,356,1,0,0,0,0
2021-02-28,Nunavut,357,1,0,1,0,0
2021-03-01,Nunavut,358,1,0,1,0,0
2021-03-02,Nunavut,359,1,0,1,0,0
2021-03-03,Nunavut,359,1,0,0,0,0
2021-03-04,Nunavut,369,1,0,10,0,0
2021-03-05,Nunavut,373,1,0,4,0,0
2021-03-06,Nunavut,377,1,0,4,0,0
2021-03-07,Nunavut,381,1,0,4,0,0
2021-03-08,Nunavut,381,1,0,0,0,0
2021-03-09,Nunavut,381,1,0,0,0,0
2021-03-10,Nunavut,381,1,0,0,0,0
2021-03-11,Nunavut,381,1,0,0,0,0
2021-03-12,Nunavut,381,1,0,0,0,0
2021-03-13,Nunavut,383,1,0,2,0,0
2021-03-14,Nunavut,383,1,0,0,0,0
2021-03-15,Nunavut,383,1,0,0,0,0
2021-03-16,Nunavut,383,1,0,0,0,0
2021-03-17,Nunavut,383,1,0,0,0,0
2021-03-18,Nunavut,395,4,0,12,3,0
2021-03-19,Nunavut,395,4,0,0,0,0
2021-03-20,Nunavut,395,4,0,0,0,0
2021-03-21,Nunavut,395,4,0,0,0,0
2021-03-22,Nunavut,395,4,0,0,0,0
2021-03-23,Nunavut,395,4,0,0,0,0
2021-03-24,Nunavut,395,4,0,0,0,0
2021-03-25,Nunavut,395,4,0,0,0,0
2021-03-26,Nunavut,395,4,0,0,0,0
2021-03-27,Nunavut,395,4,0,0,0,0
2021-03-28,Nunavut,395,4,0,0,0,0
2021-03-29,Nunavut,395,4,0,0,0,0
2021-03-30,Nunavut,395,4,0,0,0,0
2021-03-31,Nunavut,395,4,0,0,0,0
2021-04-01,Nunavut,395,4,0,0,0,0
2021-04-02,Nunavut,395,4,0,0,0,0
2021-04-03,Nunavut,395,4,0,0,0,0
2021-04-04,Nunavut,395,4,0,0,0,0
2021-04-05,Nunavut,395,4,0,0,0,0
2021-04-06,Nunavut,395,4,0,0,0,0
2021-04-07,Nunavut,395,4,0,0,0,0
2021-04-08,Nunavut,395,4,0,0,0,0
2021-04-09,Nunavut,395,4,0,0,0,0
2021-04-10,Nunavut,395,4,0,0,0,0
2021-04-11,Nunavut,395,4,0,0,0,0
2021-04-12,Nunavut,395,4,0,0,0,0
2021-04-13,Nunavut,395,4,0,0,0,0
2021-04-14,Nunavut,395,4,0,0,0,0
2021-04-15,Nunavut,396,4,0,1,0,0
2021-04-16,Nunavut,408,4,0,12,0,0
2021-04-17,Nunavut,414,4,0,6,0,0
2021-04-18,Nunavut,417,4,0,3,0,0
2021-04-19,Nunavut,423,4,0,6,0,0
2021-04-20,Nunavut,428,4,0,5,0,0
2021-04-21,Nunavut,429,4,0,1,0,0
2021-04-22,Nunavut,432,4,0,3,0,0
2021-04-23,Nunavut,441,4,0,9,0,0
2021-04-24,Nunavut,448,4,0,7,0,0
2021-04-25,Nunavut,455,4,0,7,0,0
2021-04-26,Nunavut,464,4,0,9,0,0
2021-04-27,Nunavut,472,4,0,8,0,0
2021-04-28,Nunavut,478,4,0,6,0,0
2021-04-29,Nunavut,490,4,0,12,0,0
2021-04-30,Nunavut,501,4,0,11,0,0
2021-05-01,Nunavut,509,4,0,8,0,0
2021-05-02,Nunavut,520,4,0,11,0,0
2021-05-03,Nunavut,528,4,0,8,0,0
2021-05-04,Nunavut,535,4,0,7,0,0
2021-05-05,Nunavut,540,4,0,5,0,0
2021-05-06,Nunavut,552,4,0,12,0,0
2021-05-07,Nunavut,553,4,0,1,0,0
2021-05-08,Nunavut,560,4,0,7,0,0
2021-05-09,Nunavut,565,4,0,5,0,0
2021-05-10,Nunavut,572,4,0,7,0,0
2021-05-11,Nunavut,586,4,0,14,0,0
2021-05-12,Nunavut,594,4,0,8,0,0
2021-05-13,Nunavut,606,4,0,12,0,0
2021-05-14,Nunavut,618,4,0,12,0,0
2021-05-15,Nunavut,623,4,0,5,0,0
2021-05-16,Nunavut,624,4,0,1,0,0
2021-05-17,Nunavut,624,4,0,0,0,0
2021-05-18,Nunavut,630,4,0,6,0,0
2021-05-19,Nunavut,634,4,0,4,0,0
2021-05-20,Nunavut,636,4,0,2,0,0
2021-05-21,Nunavut,637,4,0,1,0,0
2021-05-22,Nunavut,638,4,0,1,0,0
2021-05-23,Nunavut,638,4,0,0,0,0
2021-05-24,Nunavut,639,4,0,1,0,0
2021-05-25,Nunavut,640,4,0,1,0,0
2021-05-26,Nunavut,647,4,0,7,0,0
2021-05-27,Nunavut,647,4,0,0,0,0
2021-05-28,Nunavut,648,4,0,1,0,0
2021-05-29,Nunavut,648,4,0,0,0,0
2021-05-30,Nunavut,648,4,0,0,0,0
2021-05-31,Nunavut,648,4,0,0,0,0
2021-06-01,Nunavut,648,4,0,0,0,0
2021-06-02,Nunavut,648,4,0,0,0,0
2021-06-03,Nunavut,648,4,0,0,0,0
2021-06-04,Nunavut,649,4,0,1,0,0
2021-06-05,Nunavut,649,4,0,0,0,0
2021-06-06,Nunavut,649,4,0,0,0,0
2021-06-07,Nunavut,649,4,0,0,0,0
2021-06-08,Nunavut,649,4,0,0,0,0
2021-06-09,Nunavut,649,4,0,0,0,0
2021-06-10,Nunavut,650,4,0,1,0,0
2021-06-11,Nunavut,654,4,0,4,0,0
2021-06-12,Nunavut,657,4,0,3,0,0
2021-06-13,Nunavut,657,4,0,0,0,0
2021-06-14,Nunavut,657,4,0,0,0,0
2021-06-15,Nunavut,657,4,0,0,0,0
2021-06-16,Nunavut,657,4,0,0,0,0
2021-06-17,Nunavut,657,4,0,0,0,0
2021-06-18,Nunavut,657,4,0,0,0,0
2021-06-19,Nunavut,657,4,0,0,0,0
2021-06-20,Nunavut,657,4,0,0,0,0
2021-06-21,Nunavut,657,4,0,0,0,0
2021-06-22,Nunavut,657,4,0,0,0,0
2021-06-23,Nunavut,657,4,0,0,0,0
2021-06-24,Nunavut,657,4,0,0,0,0
2021-06-25,Nunavut,657,4,0,0,0,0
2021-06-26,Nunavut,657,4,0,0,0,0
2021-06-27,Nunavut,657,4,0,0,0,0
2021-06-28,Nunavut,657,4,0,0,0,0
2021-06-29,Nunavut,657,4,0,0,0,0
2021-06-30,Nunavut,657,4,0,0,0,0
2021-07-01,Nunavut,657,4,0,0,0,0
2021-07-02,Nunavut,657,4,0,0,0,0
2021-07-03,Nunavut,657,4,0,0,0,0
2021-07-04,Nunavut,657,4,0,0,0,0
2021-07-05,Nunavut,657,4,0,0,0,0
2021-07-06,Nunavut,657,4,0,0,0,0
2021-07-07,Nunavut,657,4,0,0,0,0
2021-07-08,Nunavut,657,4,0,0,0,0
2021-07-09,Nunavut,657,4,0,0,0,0
2021-07-10,Nunavut,657,4,0,0,0,0
2021-07-11,Nunavut,657,4,0,0,0,0
2021-07-12,Nunavut,657,4,0,0,0,0
2021-07-13,Nunavut,657,4,0,0,0,0
2021-07-14,Nunavut,657,4,0,0,0,0
2021-07-15,Nunavut,657,4,0,0,0,0
2021-07-16,Nunavut,657,4,0,0,0,0
2021-07-17,Nunavut,657,4,0,0,0,0
2021-07-18,Nunavut,657,4,0,0,0,0
2021-07-19,Nunavut,657,4,0,0,0,0
2021-07-20,Nunavut,657,4,0,0,0,0
2021-07-21,Nunavut,657,4,0,0,0,0
2021-07-22,Nunavut,657,4,0,0,0,0
2021-07-23,Nunavut,657,4,0,0,0,0
2021-07-24,Nunavut,657,4,0,0,0,0
2021-07-25,Nunavut,657,4,0,0,0,0
2021-07-26,Nunavut,657,4,0,0,0,0
2021-07-27,Nunavut,657,4,0,0,0,0
2021-07-28,Nunavut,657,4,0,0,0,0
2021-07-29,Nunavut,657,4,0,0,0,0
2021-07-30,Nunavut,657,4,0,0,0,0
2021-07-31,Nunavut,657,4,0,0,0,0
2021-08-01,Nunavut,657,4,0,0,0,0
2021-08-02,Nunavut,657,4,0,0,0,0
2021-08-03,Nunavut,657,4,0,0,0,0
2021-08-04,Nunavut,657,4,0,0,0,0
2021-08-05,Nunavut,657,4,0,0,0,0
2021-08-06,Nunavut,657,4,0,0,0,0
2021-08-07,Nunavut,657,4,0,0,0,0
2021-08-08,Nunavut,657,4,0,0,0,0
2021-08-09,Nunavut,657,4,0,0,0,0
2021-08-10,Nunavut,657,4,0,0,0,0
2021-08-11,Nunavut,657,4,0,0,0,0
2021-08-12,Nunavut,657,4,0,0,0,0
2021-08-13,Nunavut,657,4,0,0,0,0
2021-08-14,Nunavut,657,4,0,0,0,0
2021-08-15,Nunavut,657,4,0,0,0,0
2021-08-16,Nunavut,657,4,0,0,0,0
2021-08-17,Nunavut,657,4,0,0,0,0
2021-08-18,Nunavut,657,4,0,0,0,0
2021-08-19,Nunavut,657,4,0,0,0,0
2021-08-20,Nunavut,657,4,0,0,0,0
2021-08-21,Nunavut,657,4,0,0,0,0
2021-08-22,Nunavut,657,4,0,0,0,0
2021-08-23,Nunavut,657,4,0,0,0,0
2021-08-24,Nunavut,657,4,0,0,0,0
2021-08-25,Nunavut,657,4,0,0,0,0
2021-08-26,Nunavut,657,4,0,0,0,0
2021-08-27,Nunavut,657,4,0,0,0,0
2021-08-28,Nunavut,657,4,0,0,0,0
2021-08-29,Nunavut,657,4,0,0,0,0
2021-08-30,Nunavut,657,4,0,0,0,0
2021-08-31,Nunavut,657,4,0,0,0,0
2021-09-01,Nunavut,657,4,0,0,0,0
2021-09-02,Nunavut,657,4,0,0,0,0
2021-09-03,Nunavut,658,4,0,1,0,0
2021-09-04,Nunavut,658,4,0,0,0,0
2021-09-05,Nunavut,658,4,0,0,0,0
2021-09-06,Nunavut,658,4,0,0,0,0
2021-09-07,Nunavut,658,4,0,0,0,0
2021-09-08,Nunavut,658,4,0,0,0,0
2021-09-09,Nunavut,658,4,0,0,0,0
2021-09-10,Nunavut,658,4,0,0,0,0
2021-09-11,Nunavut,658,4,0,0,0,0
2021-09-12,Nunavut,658,4,0,0,0,0
2021-09-13,Nunavut,659,4,0,1,0,0
2021-09-14,Nunavut,659,4,0,0,0,0
2021-09-15,Nunavut,659,4,0,0,0,0
2021-09-16,Nunavut,659,4,0,0,0,0
2021-09-17,Nunavut,659,4,0,0,0,0
2021-09-18,Nunavut,659,4,0,0,0,0
2021-09-19,Nunavut,659,4,0,0,0,0
2021-09-20,Nunavut,661,4,0,2,0,0
2021-09-21,Nunavut,661,4,0,0,0,0
2021-09-22,Nunavut,661,4,0,0,0,0
2021-09-23,Nunavut,663,4,0,2,0,0
2021-09-24,Nunavut,663,4,0,0,0,0
2021-09-25,Nunavut,663,4,0,0,0,0
2021-09-26,Nunavut,663,4,0,0,0,0
2021-09-27,Nunavut,663,4,0,0,0,0
2021-09-28,Nunavut,663,4,0,0,0,0
2021-09-29,Nunavut,664,4,0,1,0,0
2021-09-30,Nunavut,664,4,0,0,0,0
2021-10-01,Nunavut,664,4,0,0,0,0
2021-10-02,Nunavut,664,4,0,0,0,0
2021-10-03,Nunavut,664,4,0,0,0,0
2021-10-04,Nunavut,664,4,0,0,0,0
2021-10-05,Nunavut,664,4,0,0,0,0
2021-10-06,Nunavut,664,4,0,0,0,0
2021-10-07,Nunavut,664,4,0,0,0,0
2021-10-08,Nunavut,666,4,0,2,0,0
2021-10-09,Nunavut,666,4,0,0,0,0
2021-10-10,Nunavut,666,4,0,0,0,0
2021-10-11,Nunavut,671,4,0,5,0,0
2021-10-12,Nunavut,671,4,0,0,0,0
2021-10-13,Nunavut,671,4,0,0,0,0
2021-10-14,Nunavut,671,4,0,0,0,0
2021-10-15,Nunavut,671,4,0,0,0,0
2021-10-16,Nunavut,671,4,0,0,0,0
2021-10-17,Nunavut,674,4,0,3,0,0
2021-10-18,Nunavut,674,4,0,0,0,0
2021-10-19,Nunavut,674,4,0,0,0,0
2021-10-20,Nunavut,674,4,0,0,0,0
2021-10-21,Nunavut,674,4,0,0,0,0
2021-10-22,Nunavut,674,4,0,0,0,0
2021-10-23,Nunavut,674,4,0,0,0,0
2021-10-24,Nunavut,674,4,0,0,0,0
2021-10-25,Nunavut,674,4,0,0,0,0
2021-10-26,Nunavut,674,4,0,0,0,0
2021-10-27,Nunavut,674,4,0,0,0,0
2021-10-28,Nunavut,674,4,0,0,0,0
2021-10-29,Nunavut,674,4,0,0,0,0
2021-10-30,Nunavut,674,4,0,0,0,0
2021-10-31,Nunavut,674,4,0,0,0,0
2021-11-01,Nunavut,674,4,0,0,0,0
2021-11-02,Nunavut,674,4,0,0,0,0
2021-11-03,Nunavut,674,4,0,0,0,0
2021-11-04,Nunavut,674,4,0,0,0,0
2021-11-05,Nunavut,674,4,0,0,0,0
2021-11-06,Nunavut,674,4,0,0,0,0
2021-11-07,Nunavut,674,4,0,0,0,0
2021-11-08,Nunavut,674,4,0,0,0,0
2021-11-09,Nunavut,674,4,0,0,0,0
2021-11-10,Nunavut,674,4,0,0,0,0
2021-11-11,Nunavut,674,4,0,0,0,0
2021-11-12,Nunavut,674,4,0,0,0,0
2021-11-13,Nunavut,674,4,0,0,0,0
2021-11-14,Nunavut,674,4,0,0,0,0
2021-11-15,Nunavut,674,4,0,0,0,0
2021-11-16,Nunavut,674,4,0,0,0,0
2021-11-17,Nunavut,674,4,0,0,0,0
2021-11-18,Nunavut,674,4,0,0,0,0
2021-11-19,Nunavut,674,4,0,0,0,0
2021-11-20,Nunavut,674,4,0,0,0,0
2021-11-21,Nunavut,674,4,0,0,0,0
2021-11-22,Nunavut,674,4,0,0,0,0
2021-11-23,Nunavut,674,4,0,0,0,0
2021-11-24,Nunavut,674,4,0,0,0,0
2021-11-25,Nunavut,674,4,0,0,0,0
2021-11-26,Nunavut,674,4,0,0,0,0
2021-11-27,Nunavut,674,4,0,0,0,0
2021-11-28,Nunavut,674,4,0,0,0,0
2021-11-29,Nunavut,674,4,0,0,0,0
2021-11-30,Nunavut,674,4,0,0,0,0
2021-12-01,Nunavut,674,4,0,0,0,0
2021-12-02,Nunavut,674,4,0,0,0,0
2021-12-03,Nunavut,674,4,0,0,0,0
2021-12-04,Nunavut,674,4,0,0,0,0
2021-12-05,Nunavut,675,4,0,1,0,0
2021-12-06,Nunavut,675,4,0,0,0,0
2021-12-07,Nunavut,675,4,0,0,0,0
2021-12-08,Nunavut,676,4,0,1,0,0
2021-12-09,Nunavut,676,4,0,0,0,0
2021-12-10,Nunavut,676,4,0,0,0,0
2021-12-11,Nunavut,676,4,0,0,0,0
2021-12-12,Nunavut,676,4,0,0,0,0
2021-12-13,Nunavut,676,4,0,0,0,0
2021-12-14,Nunavut,676,4,0,0,0,0
2021-12-15,Nunavut,676,4,0,0,0,0
2021-12-16,Nunavut,676,4,0,0,0,0
2021-12-17,Nunavut,676,4,0,0,0,0
2021-12-18,Nunavut,676,4,0,0,0,0
2021-12-19,Nunavut,676,4,0,0,0,0
2021-12-20,Nunavut,676,4,0,0,0,0
2021-12-21,Nunavut,676,4,0,0,0,0
2021-12-22,Nunavut,676,4,0,0,0,0
2021-12-23,Nunavut,679,4,0,3,0,0
2021-12-24,Nunavut,681,4,0,2,0,0
2021-12-25,Nunavut,691,4,0,10,0,0
2021-12-26,Nunavut,696,4,0,5,0,0
2021-12-27,Nunavut,696,4,0,0,0,0
2021-12-28,Nunavut,710,4,0,14,0,0
2021-12-29,Nunavut,747,4,0,37,0,0
2021-12-30,Nunavut,765,4,0,18,0,0
2021-12-31,Nunavut,803,4,0,38,0,0
2022-01-01,Nunavut,803,4,0,0,0,0
2022-01-02,Nunavut,875,4,0,72,0,0
2022-01-03,Nunavut,891,4,0,16,0,0
2022-01-04,Nunavut,900,4,0,9,0,0
2022-01-05,Nunavut,900,4,0,0,0,0
2022-01-06,Nunavut,942,4,0,42,0,0
2022-01-07,Nunavut,977,4,0,35,0,0
2022-01-08,Nunavut,977,4,0,0,0,0
2022-01-09,Nunavut,977,4,0,0,0,0
2022-01-10,Nunavut,1028,4,0,51,0,0
2022-01-11,Nunavut,1033,4,0,5,0,0
2022-01-12,Nunavut,1036,4,0,3,0,0
2022-01-13,Nunavut,1048,4,0,12,0,0
2022-01-14,Nunavut,1055,4,0,7,0,0
2022-01-15,Nunavut,1055,4,0,0,0,0
2022-01-16,Nunavut,1055,4,0,0,0,0
2022-01-17,Nunavut,1195,4,0,140,0,0
2022-01-18,Nunavut,1222,5,0,27,1,0
2022-01-19,Nunavut,1242,5,0,20,0,0
2022-01-20,Nunavut,1242,5,0,0,0,0
2022-01-21,Nunavut,1297,5,0,55,0,0
2022-01-22,Nunavut,1297,5,0,0,0,0
2022-01-23,Nunavut,1297,5,0,0,0,0
2022-01-24,Nunavut,1358,5,0,61,0,0
2022-01-25,Nunavut,1439,5,0,81,0,0
2022-01-26,Nunavut,1439,5,0,0,0,0
2020-01-26,Ontario,1,0,0,1,0,0
2020-01-27,Ontario,1,0,0,0,0,0
2020-01-28,Ontario,1,0,0,0,0,0
2020-01-29,Ontario,1,0,0,0,0,0
2020-01-30,Ontario,1,0,0,0,0,0
2020-01-31,Ontario,3,0,0,2,0,0
2020-02-01,Ontario,3,0,0,0,0,0
2020-02-02,Ontario,3,0,0,0,0,0
2020-02-03,Ontario,3,0,0,0,0,0
2020-02-04,Ontario,3,0,0,0,0,0
2020-02-05,Ontario,3,0,0,0,0,0
2020-02-06,Ontario,3,0,0,0,0,0
2020-02-07,Ontario,3,0,0,0,0,0
2020-02-08,Ontario,3,0,0,0,0,0
2020-02-09,Ontario,3,0,0,0,0,0
2020-02-10,Ontario,3,0,0,0,0,0
2020-02-11,Ontario,3,0,0,0,0,0
2020-02-12,Ontario,3,0,0,0,0,0
2020-02-13,Ontario,3,0,0,0,0,0
2020-02-14,Ontario,3,0,0,0,0,0
2020-02-15,Ontario,3,0,0,0,0,0
2020-02-16,Ontario,3,0,0,0,0,0
2020-02-17,Ontario,3,0,0,0,0,0
2020-02-18,Ontario,3,0,0,0,0,0
2020-02-19,Ontario,3,0,0,0,0,0
2020-02-20,Ontario,3,0,0,0,0,0
2020-02-21,Ontario,3,0,0,0,0,0
2020-02-22,Ontario,3,0,0,0,0,0
2020-02-23,Ontario,3,0,0,0,0,0
2020-02-24,Ontario,4,0,0,1,0,0
2020-02-25,Ontario,4,0,0,0,0,0
2020-02-26,Ontario,4,0,0,0,0,0
2020-02-27,Ontario,6,0,0,2,0,0
2020-02-28,Ontario,6,0,0,0,0,0
2020-02-29,Ontario,11,0,0,5,0,0
2020-03-01,Ontario,15,0,0,4,0,0
2020-03-02,Ontario,18,0,0,3,0,0
2020-03-03,Ontario,20,0,0,2,0,0
2020-03-04,Ontario,20,0,0,0,0,0
2020-03-05,Ontario,22,0,0,2,0,0
2020-03-06,Ontario,25,0,0,3,0,0
2020-03-07,Ontario,28,0,0,3,0,0
2020-03-08,Ontario,29,0,0,1,0,0
2020-03-09,Ontario,34,0,0,5,0,0
2020-03-10,Ontario,36,0,0,2,0,0
2020-03-11,Ontario,41,0,0,5,0,0
2020-03-12,Ontario,42,0,0,1,0,0
2020-03-13,Ontario,74,0,0,32,0,0
2020-03-14,Ontario,79,0,0,5,0,0
2020-03-15,Ontario,104,0,0,25,0,0
2020-03-16,Ontario,177,0,0,73,0,0
2020-03-17,Ontario,185,1,0,8,1,0
2020-03-18,Ontario,221,1,0,36,0,0
2020-03-19,Ontario,257,1,0,36,0,0
2020-03-20,Ontario,308,2,0,51,1,0
2020-03-21,Ontario,377,3,0,69,1,0
2020-03-22,Ontario,425,5,0,48,2,0
2020-03-23,Ontario,503,6,0,78,1,0
2020-03-24,Ontario,588,7,0,85,1,0
2020-03-25,Ontario,688,8,0,100,1,0
2020-03-26,Ontario,858,13,0,170,5,0
2020-03-27,Ontario,994,18,0,136,5,0
2020-03-28,Ontario,1144,18,0,150,0,0
2020-03-29,Ontario,1355,21,0,211,3,0
2020-03-30,Ontario,1706,31,0,351,10,0
2020-03-31,Ontario,1966,33,0,260,2,0
2020-04-01,Ontario,2392,37,0,426,4,0
2020-04-02,Ontario,2793,53,0,401,16,0
2020-04-03,Ontario,3255,67,0,462,14,0
2020-04-04,Ontario,3630,94,0,375,27,0
2020-04-05,Ontario,4354,119,0,724,25,0
2020-04-06,Ontario,4347,150,0,0,31,0
2020-04-07,Ontario,4726,153,0,379,3,0
2020-04-08,Ontario,5276,153,0,550,0,0
